Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
Star Wars,1977-05-25,1977,8.2,90.969,16952,en,"Adventure, Action, Science Fiction","['Adventure', 'Action', 'Science Fiction']",Adventure,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,https://image.tmdb.org/t/p/original/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,adventure action science fiction princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire. venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo r2-d2 and c-3po to rescue the beautiful princess and restore peace and justice in the empire.
The Passion of the Christ,2004-02-25,2004,7.4,90.879,3299,en,Drama,['Drama'],Drama,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,https://image.tmdb.org/t/p/original/2C9vyK6leWDb2ds65R7uIwSmh8V.jpg,drama a graphic portrayal of the last twelve hours of jesus of nazareth's life.
Nightbooks,2021-09-15,2021,6.5,90.367,226,en,"Fantasy, Family","['Fantasy', 'Family']",Fantasy,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",https://image.tmdb.org/t/p/original/ysJte1iqN8pFQ470tumnViB1wHP.jpg,"fantasy family alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical new york city apartment. his original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place."
Sexo,2001-08-21,2001,5.2,90.314,13,en,Comedy,['Comedy'],Comedy,This film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.,https://image.tmdb.org/t/p/original/thzaTeq3H68VrDUgEO9SKpDEQX2.jpg,comedy this film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.
Christmas ...Again?!,2021-12-03,2021,6.9,90.046,56,en,"Family, Comedy, Fantasy, TV Movie","['Family', 'Comedy', 'Fantasy', 'TV Movie']",Family,"Rowena ""Ro"" is a high-spirited 11-year-old hoping to add more spunk to her Christmas celebrations when her parents’ divorce is going anything but smoothly.",https://image.tmdb.org/t/p/original/89kgeIn5Cz7u8qRtyts3oyXmx8S.jpg,"family comedy fantasy tv movie rowena ""ro"" is a high-spirited 11-year-old hoping to add more spunk to her christmas celebrations when her parents’ divorce is going anything but smoothly."
Monsters University,2013-06-19,2013,7.0,89.902,8911,en,"Animation, Family","['Animation', 'Family']",Animation,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,https://image.tmdb.org/t/p/original/upaMBEonGeZGQc3xtUVZOfe1lGl.jpg,animation family a look at the relationship between mike and sulley during their days at monsters university — when they weren't necessarily the best of friends.
Transformers: The Last Knight,2017-06-16,2017,6.0,89.866,4883,en,"Action, Adventure, Science Fiction, Fantasy","['Action', 'Adventure', 'Science Fiction', 'Fantasy']",Action,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",https://image.tmdb.org/t/p/original/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,"action adventure science fiction fantasy autobots and decepticons are at war, with humans on the sidelines. optimus prime is gone. the key to saving our future lies buried in the secrets of the past, in the hidden history of transformers on earth."
Rio,2011-04-03,2011,6.7,89.577,5445,en,"Animation, Adventure, Comedy, Family","['Animation', 'Adventure', 'Comedy', 'Family']",Animation,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",https://image.tmdb.org/t/p/original/oo7M77GXEyyqDGOhzNNZTzEuDSF.jpg,"animation adventure comedy family captured by smugglers when he was just a hatchling, a macaw named blu never learned to fly and lives a happily domesticated life in minnesota with his human friend, linda. blu is thought to be the last of his kind, but when word comes that jewel, a lone female, lives in rio de janeiro, blu and linda go to meet her. animal smugglers kidnap blu and jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and linda."
The Guest,2014-09-05,2014,6.6,89.475,1536,en,"Mystery, Thriller, Action","['Mystery', 'Thriller', 'Action']",Mystery,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",https://image.tmdb.org/t/p/original/4YgdRwJ8pANrooetaaEUxKIXykl.jpg,"mystery thriller action a soldier introduces himself to the peterson family, claiming to be a friend of their son who died in action. after the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
G.I. Joe: The Rise of Cobra,2009-08-03,2009,5.8,89.392,3854,en,"Adventure, Action, Thriller, Science Fiction","['Adventure', 'Action', 'Thriller', 'Science Fiction']",Adventure,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",https://image.tmdb.org/t/p/original/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,"adventure action thriller science fiction from the egyptian desert to deep below the polar ice caps, the elite g.i. joe team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer destro and the growing threat of the mysterious cobra organization to prevent them from plunging the world into chaos."
Mad Max: Fury Road,2015-05-13,2015,7.5,89.139,19090,en,"Action, Adventure, Science Fiction","['Action', 'Adventure', 'Science Fiction']",Action,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",https://image.tmdb.org/t/p/original/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,"action adventure science fiction an apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. within this world exist two rebels on the run who just might be able to restore order."
The King of Fighters,2010-08-26,2010,5.0,89.111,105,en,"Action, Thriller, Science Fiction","['Action', 'Thriller', 'Science Fiction']",Action,"The King of Fighters movie will introduce a new science fiction spin into the setting established in the games universe by following the surviving members of three legendary fighting clans who are continually whisked away to other dimensions by an evil power. As the fighters enter each new world they battle that universes native defenders, while the force that brought them seeks to find a way to invade and infect our world.",https://image.tmdb.org/t/p/original/qDI6PbIjeEdLUoPHGaZqDMV9Fdx.jpg,"action thriller science fiction the king of fighters movie will introduce a new science fiction spin into the setting established in the games universe by following the surviving members of three legendary fighting clans who are continually whisked away to other dimensions by an evil power. as the fighters enter each new world they battle that universes native defenders, while the force that brought them seeks to find a way to invade and infect our world."
Framed by My Husband,2021-07-10,2021,5.5,89.094,6,en,"TV Movie, Thriller","['TV Movie', 'Thriller']",TV Movie,"A woman agrees to help her husband pay off an extortionist, but when the blackmailer is murdered she becomes the prime suspect, and discovers that the man she married has been leading a deadly double life.",https://image.tmdb.org/t/p/original/kPs3o3EfV1ZfS79JmTKpAO7wVFY.jpg,"tv movie thriller a woman agrees to help her husband pay off an extortionist, but when the blackmailer is murdered she becomes the prime suspect, and discovers that the man she married has been leading a deadly double life."
Pinocchio,1940-02-23,1940,7.1,89.003,4770,en,"Animation, Family","['Animation', 'Family']",Animation,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.",https://image.tmdb.org/t/p/original/ynkEEi296ofs9kCfRWcaWxOWN1n.jpg,"animation family lonely toymaker geppetto has his wishes answered when the blue fairy arrives to bring his wooden puppet pinocchio to life. before becoming a real boy, however, pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, jiminy cricket."
Godzilla: King of the Monsters,2019-05-29,2019,6.7,88.873,4695,en,"Science Fiction, Action","['Science Fiction', 'Action']",Science Fiction,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",https://image.tmdb.org/t/p/original/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,"science fiction action follows the heroic efforts of the crypto-zoological agency monarch as its members face off against a battery of god-sized monsters, including the mighty godzilla, who collides with mothra, rodan, and his ultimate nemesis, the three-headed king ghidorah. when these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance."
A Bug's Life,1998-11-25,1998,7.0,88.823,7535,en,"Adventure, Animation, Comedy, Family","['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",https://image.tmdb.org/t/p/original/hFamOus53922agTlKxhcL7ngJ9h.jpg,"adventure animation comedy family on behalf of ""oppressed bugs everywhere,"" an inventive ant named flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded hopper."
Kung Fu Panda,2008-06-04,2008,7.2,88.756,9153,en,"Action, Adventure, Animation, Family, Comedy","['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",Action,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",https://image.tmdb.org/t/p/original/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,"action adventure animation family comedy when the valley of peace is threatened, lazy po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. it's up to master shifu and the furious five -- tigress, crane, mantis, viper and monkey -- to give it a try."
The SpongeBob SquarePants Movie,2004-11-14,2004,6.9,88.739,2236,en,"Family, Animation, Comedy, Fantasy","['Family', 'Animation', 'Comedy', 'Fantasy']",Family,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",https://image.tmdb.org/t/p/original/6sgo6TCakeL4KFwwcJyvkZ7zhMX.jpg,"family animation comedy fantasy there's trouble brewing in bikini bottom. someone has stolen king neptune's crown, and it looks like mr. krab, spongebob's boss, is the culprit. though he's just been passed over for the promotion of his dreams, spongebob stands by his boss, and along with his best pal patrick, sets out on a treacherous mission to shell city to reclaim the crown and save mr. krab's life."
The Hangover Part II,2011-05-25,2011,6.4,88.727,8760,en,Comedy,['Comedy'],Comedy,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",https://image.tmdb.org/t/p/original/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg,"comedy the hangover crew heads to thailand for stu's wedding. after the disaster of a bachelor party in las vegas last year, stu is playing it safe with a mellow pre-wedding brunch. however, nothing goes as planned and bangkok is the perfect setting for another adventure with the rowdy group."
Cinderella,2015-03-12,2015,6.8,88.718,6163,en,"Romance, Fantasy, Family, Drama","['Romance', 'Fantasy', 'Family', 'Drama']",Romance,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",https://image.tmdb.org/t/p/original/ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg,"romance fantasy family drama when her father unexpectedly passes away, young ella finds herself at the mercy of her cruel stepmother and her daughters. never one to give up hope, ella's fortunes begin to change after meeting a dashing stranger in the woods."
Garfield,2004-06-10,2004,5.6,88.571,3127,en,"Animation, Comedy, Family","['Animation', 'Comedy', 'Family']",Animation,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",https://image.tmdb.org/t/p/original/5hKlKh62yIR03XHZxwFs3EaIFfD.jpg,"animation comedy family garfield, the fat, lazy, lasagna lover, has everything a cat could want. but when jon, in an effort to impress the liz - the vet and an old high-school crush - adopts a dog named odie and brings him home, garfield gets the one thing he doesn't want. competition."
He's All That,2021-08-27,2021,6.8,88.523,880,en,"Romance, Comedy","['Romance', 'Comedy']",Romance,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",https://image.tmdb.org/t/p/original/kW3AG5NHoyq52dcSbMiFB6LyHvk.jpg,"romance comedy to get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king."
Tentacles,2021-02-12,2021,6.3,88.48,88,en,"Horror, Romance","['Horror', 'Romance']",Horror,"A young Los Angeles couple Tara and Sam fall head over heels into a new romance, entwining their lives—until their intimacy transforms into something terrifying.",https://image.tmdb.org/t/p/original/rRfcH0jg9X8czKJhXCnny45NSWt.jpg,"horror romance a young los angeles couple tara and sam fall head over heels into a new romance, entwining their lives—until their intimacy transforms into something terrifying."
Uncharted: Live Action Fan Film,2018-07-16,2018,5.0,88.453,3,en,"Action, Adventure","['Action', 'Adventure']",Action,Treasure hunter Nathan Drake finds himself captured while searching for the lost treasure of the Flor de la Mar (Flower of the Sea).,https://image.tmdb.org/t/p/original/zsvJowd6wkoHVk4k94oxk5SdNGQ.jpg,action adventure treasure hunter nathan drake finds himself captured while searching for the lost treasure of the flor de la mar (flower of the sea).
X-Men: Days of Future Past,2014-05-15,2014,7.5,88.452,13190,en,"Action, Adventure, Fantasy, Science Fiction","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Action,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,https://image.tmdb.org/t/p/original/9aq2sHfkkAFwH0wi4bZasXA8NbS.jpg,action adventure fantasy science fiction the ultimate x-men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.
Dragon Ball Super: Broly,2018-12-14,2018,7.8,88.338,2196,ja,"Action, Science Fiction, Animation","['Action', 'Science Fiction', 'Animation']",Action,"Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",https://image.tmdb.org/t/p/original/f03YksE4NggUjG75toz4H1YAGRf.jpg,"action science fiction animation earth is peaceful following the tournament of power. realizing that the universes still hold many more strong people yet to see, goku spends all his days training to reach even greater heights. then one day, goku and vegeta are faced by a saiyan called 'broly' who they've never seen before. the saiyans were supposed to have been almost completely wiped out in the destruction of planet vegeta, so what's this one doing on earth? this encounter between the three saiyans who have followed completely different destinies turns into a stupendous battle, with even frieza (back from hell) getting caught up in the mix."
Howl's Moving Castle,2004-11-19,2004,8.4,88.272,7147,ja,"Fantasy, Animation, Adventure","['Fantasy', 'Animation', 'Adventure']",Fantasy,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",https://image.tmdb.org/t/p/original/TkTPELv4kC3u1lkloush8skOjE.jpg,"fantasy animation adventure when sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
Ice Age: Collision Course,2016-06-23,2016,6.0,88.184,3698,en,"Adventure, Animation, Family, Comedy, Science Fiction","['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",Adventure,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",https://image.tmdb.org/t/p/original/1VCRVaBObV3ZLDuuYQHCs87NBmi.jpg,"adventure animation family comedy science fiction set after the events of continental drift, scrat's epic pursuit of his elusive acorn catapults him outside of earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. to save themselves from peril, manny, sid, diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations."
Batman Forever,1995-06-16,1995,5.4,88.106,4155,en,"Action, Crime, Fantasy","['Action', 'Crime', 'Fantasy']",Action,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,https://image.tmdb.org/t/p/original/klm0mzHyOdYrLKXoRKD0ODCdvDG.jpg,action crime fantasy batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.
LEGO Star Wars Terrifying Tales,2021-10-01,2021,6.9,88.066,177,en,"Family, Animation, Science Fiction, Comedy","['Family', 'Animation', 'Science Fiction', 'Comedy']",Family,"Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",https://image.tmdb.org/t/p/original/fYiaBZDjyXjvlY6EDZMAxIhBO1I.jpg,"family animation science fiction comedy poe dameron and bb-8 must face the greedy crime boss graballa the hutt, who has purchased darth vader’s castle and is renovating it into the galaxy’s first all-inclusive sith-inspired luxury hotel."
Shrek Forever After,2010-05-16,2010,6.3,87.999,5844,en,"Comedy, Adventure, Fantasy, Animation, Family","['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Comedy,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",https://image.tmdb.org/t/p/original/faRzuUxkZYzSc8UlAZGQ4tqE1Pi.jpg,"comedy adventure fantasy animation family a bored and domesticated shrek pacts with deal-maker rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of far far away—where rumpelstiltskin is king, ogres are hunted, and he and fiona have never met—he sets out to restore his world and reclaim his true love."
The Intouchables,2011-11-02,2011,8.3,87.807,14406,fr,"Drama, Comedy","['Drama', 'Comedy']",Drama,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,https://image.tmdb.org/t/p/original/ttx4GQl0azO6NJFWj4XNZCQOY7S.jpg,drama comedy a true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
The Shawshank Redemption,1994-09-23,1994,8.7,87.669,20911,en,"Drama, Crime","['Drama', 'Crime']",Drama,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",https://image.tmdb.org/t/p/original/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,"drama crime framed in the 1940s for the double murder of his wife and her lover, upstanding banker andy dufresne begins a new life at the shawshank prison, where he puts his accounting skills to work for an amoral warden. during his long stretch in prison, dufresne comes to be admired by the other inmates -- including an older prisoner named red -- for his integrity and unquenchable sense of hope."
Alita: Battle Angel,2019-01-31,2019,7.2,87.426,7326,en,"Action, Science Fiction, Adventure","['Action', 'Science Fiction', 'Adventure']",Action,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",https://image.tmdb.org/t/p/original/xRWht48C2V8XNfzvPehyClOvDni.jpg,"action science fiction adventure when alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past."
Shaun the Sheep: The Flight Before Christmas,2021-12-03,2021,7.1,87.372,52,en,"Animation, Comedy, Family","['Animation', 'Comedy', 'Family']",Animation,Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the flock inadvertently leads to Timmy going missing. Can Shaun get Timmy back before he becomes someone else’s present?,https://image.tmdb.org/t/p/original/1eh6Yv6bAU2ghHxP1zgUlMfaOR3.jpg,animation comedy family shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the flock inadvertently leads to timmy going missing. can shaun get timmy back before he becomes someone else’s present?
The Princess and the Frog,2009-12-08,2009,7.1,87.366,4348,en,"Romance, Family, Animation","['Romance', 'Family', 'Animation']",Romance,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",https://image.tmdb.org/t/p/original/yprv5PbnEksoVj2v6XEnDBg9joR.jpg,"romance family animation a waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
American Sniper,2014-12-25,2014,7.4,87.365,10934,en,"War, Action","['War', 'Action']",War,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",https://image.tmdb.org/t/p/original/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,"war action u.s. navy seal chris kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in american history. his pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. despite grave danger and his struggle to be a good husband and father to his family back in the states, kyle serves four tours of duty in iraq. however, when he finally returns home, he finds that he cannot leave the war behind."
The Gentlemen,2019-12-03,2019,7.7,87.345,3978,en,"Crime, Action, Comedy","['Crime', 'Action', 'Comedy']",Crime,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",https://image.tmdb.org/t/p/original/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,"crime action comedy american expat mickey pearson has built a highly profitable marijuana empire in london. when word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
Looking Back at it All: The Dragon Ball Z Year-End Show!,1993-12-31,1993,7.0,87.333,23,ja,"Action, Animation, Comedy","['Action', 'Animation', 'Comedy']",Action,"This movie is very different from the previous TV specials (Dragon Ball Z: Bardock - The Father of Goku and Dragon Ball Z: The History of Trunks), as it is a look back at what had happened in Dragon Ball Z in 1993.  In this film, which is believed to take place some time around the 25th World Martial Arts Tournament, Gohan and Goten are having a hot bath outside in the middle of winter. Goku (who is still dead) suddenly appears in front of his sons with the help of his Instant Transmission, and joins them in the tub. While there, the three Saiyans reflect back on the events that occurred during the Cell Games. Inside the house after Chi-Chi appeared, Goku tells his sons about Pikkon and the Other World Tournament.  Later, the four members of the Son family appear dressed nicely. Gohan says that the adult division of the Tournament will begin this next year (in 1994), and the special comes to an end.",https://image.tmdb.org/t/p/original/sOtvIOc65gmDdrAk3Eg01oH4gZY.jpg,"action animation comedy this movie is very different from the previous tv specials (dragon ball z: bardock - the father of goku and dragon ball z: the history of trunks), as it is a look back at what had happened in dragon ball z in 1993.  in this film, which is believed to take place some time around the 25th world martial arts tournament, gohan and goten are having a hot bath outside in the middle of winter. goku (who is still dead) suddenly appears in front of his sons with the help of his instant transmission, and joins them in the tub. while there, the three saiyans reflect back on the events that occurred during the cell games. inside the house after chi-chi appeared, goku tells his sons about pikkon and the other world tournament.  later, the four members of the son family appear dressed nicely. gohan says that the adult division of the tournament will begin this next year (in 1994), and the special comes to an end."
Host,2020-12-04,2020,6.6,87.235,499,en,"Horror, Thriller, Mystery","['Horror', 'Thriller', 'Mystery']",Horror,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",https://image.tmdb.org/t/p/original/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,"horror thriller mystery six friends hire a medium to hold a séance via zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. when an evil spirit starts invading their homes, they begin to realize they might not survive the night."
Space Sweepers,2021-02-05,2021,7.2,87.235,739,ko,"Drama, Fantasy, Science Fiction","['Drama', 'Fantasy', 'Science Fiction']",Drama,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",https://image.tmdb.org/t/p/original/qiUesQForGW872kIC0Crqx3vAr0.jpg,"drama fantasy science fiction when the crew of a space junk collector ship called the victory discovers a humanoid robot named dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake."
The Emperor's New Groove,2000-12-15,2000,7.5,86.785,5365,en,"Adventure, Animation, Comedy, Family, Fantasy","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",https://image.tmdb.org/t/p/original/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,"adventure animation comedy family fantasy kuzco is a self-centered emperor who summons pacha from a village and to tell him that his home will be destroyed to make room for kuzco's new summer home. kuzco's advisor, yzma, tries to poison kuzco and accidentally turns him into a llama, who accidentally ends up in pacha's village. pacha offers to help kuzco if he doesn't destroy his house, and so they form an unlikely partnership."
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,2019-03-29,2019,9.1,86.689,27,ja,"Action, Animation, Fantasy","['Action', 'Animation', 'Fantasy']",Action,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",https://image.tmdb.org/t/p/original/99cJLZkNoIFmufJ4yap6ZABl4nk.jpg,"action animation fantasy tanjiro finds his family slaughtered and the lone survivor, his sister nezuko kamado, turned into a demon. to his surprise, however, nezuko still shows signs of human emotion and thought. thus begins tanjiro's journey to seek out the demon who killed their family and turn his sister human again. a recap film of kimetsu no yaiba, covering episodes 1-5 with extra footage."
Still Out of My League,2021-09-16,2021,6.8,86.619,125,it,"Romance, Comedy","['Romance', 'Comedy']",Romance,"After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.",https://image.tmdb.org/t/p/original/soVwWSesTguGQSNsEpdSr46z98M.jpg,"romance comedy after breaking up with her dreamboat, marta finds love with an artist. but life throws a few twists into the mix for the ailing woman and her friends."
